pgs_id,reported_trait,category
PGS004078,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004063,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004035,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS000024,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004162,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004147,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004132,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS001297,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004009,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS003993,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004117,Type 1 diabetes (T1D),Metabolic & Endocrine
PGS004183,Type 2 diabetes,Metabolic & Endocrine
PGS004184,Type 2 diabetes,Metabolic & Endocrine
PGS004185,Type 2 diabetes,Metabolic & Endocrine
PGS004181,Type 2 diabetes,Metabolic & Endocrine
PGS004223,Type 2 diabetes,Metabolic & Endocrine
PGS004182,Type 2 diabetes,Metabolic & Endocrine
PGS004323,Type 2 diabetes,Metabolic & Endocrine
PGS004226,Type 2 diabetes,Metabolic & Endocrine
PGS000852,Type 2 diabetes (based on SNPs associated with insulin secretion),Metabolic & Endocrine
PGS000032,Type 2 diabetes (based on SNPs involved in β-cell function),Metabolic & Endocrine
PGS005314,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003353,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003119,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003118,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003117,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003116,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003115,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003114,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003113,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003111,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003110,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003109,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003108,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003104,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003103,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003102,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003101,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003100,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003099,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003096,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003095,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003094,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003093,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003092,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003089,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003443,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003444,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003445,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003728,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003729,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003730,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003731,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003732,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003733,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003734,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003735,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003751,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003752,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002771,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003867,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002733,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002720,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003982,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002671,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002379,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003998,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002354,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002308,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004014,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002243,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004024,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS002026,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS001818,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004039,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004052,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004068,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS001781,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004082,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS001357,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004106,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004122,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004136,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004152,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS001295,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000868,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000864,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000832,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000808,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000807,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004310,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004311,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004312,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004313,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004314,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004602,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000806,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000805,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004615,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004617,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004618,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004619,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004620,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000804,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000729,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004837,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004838,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004839,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004859,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000713,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004868,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004870,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004887,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004923,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000330,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005242,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005243,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005244,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005245,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005246,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS005247,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000125,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000036,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000031,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000020,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS000014,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS003123,Type 2 diabetes (T2D),Metabolic & Endocrine
PGS004253,Ulcerative colitis,Metabolic & Endocrine
PGS001306,Ulcerative colitis,Metabolic & Endocrine
PGS001307,Ulcerative colitis (time-to-event),Metabolic & Endocrine
PGS000946,Unspecified dementia (time-to-event),Neurological & Psychiatric
PGS001329,Unspecified diabetes mellitus (time-to-event),Metabolic & Endocrine
PGS000982,Use of sun / ultraviolet protection (never / rarely),Other
PGS001795,Uterine cancer,Cancer
PGS003381,Uterine endometrial carcinoma,Cancer
PGS001032,Uterine fibroids,Metabolic & Endocrine
PGS000937,Varicose veins,Cardiovascular
PGS000938,Varicose veins of lower extremities (time-to-event),Cardiovascular
PGS001179,Vascular dementia (time-to-event),Cardiovascular
PGS001262,Vascular/heart problems diagnosed by doctor Angina,Cardiovascular
PGS001317,Vascular/heart problems diagnosed by doctor Heart attack,Cardiovascular
PGS001335,Vascular/heart problems diagnosed by doctor High BP,Cardiovascular
PGS003332,Venous thromboembolism,Cardiovascular
PGS001796,Venous thromboembolism,Cardiovascular
PGS001011,Viral warts (time-to-event),Immune & Autoimmune
PGS001305,Vitamin B12 deficiency induced anemia (time-to-event),Blood Panel
PGS001045,Vitamin B9 intake,Blood Panel
PGS000702,Vitamin D [nmol/L],Blood Panel
PGS001536,Vitiligo (time-to-event),Immune & Autoimmune
PGS001131,Zoster [herpes zoster] (time-to-event),Immune & Autoimmune
